Gene ID,EntrezGene ID
ENSG00000152952,5352
ENSG00000137857,53905
ENSG00000179085,54344
ENSG00000033100,54480
ENSG00000146151,54511
ENSG00000281818,54682
ENSG00000111261,54682
ENSG00000174227,54872
ENSG00000163964,54965
ENSG00000108439,55163
ENSG00000172890,55191
ENSG00000121310,55268
ENSG00000151116,55293
ENSG00000135002,55312
ENSG00000181830,55343
ENSG00000093134,55350
ENSG00000155252,55361
ENSG00000169826,55454
ENSG00000103056,55512
ENSG00000164574,55568
ENSG00000060642,55650
ENSG00000147408,55790
ENSG00000131069,55902
ENSG00000100033,5625
ENSG00000130876,56301
ENSG00000047230,56474
ENSG00000160216,56894
ENSG00000241360,57026
ENSG00000104888,57030
ENSG00000206190,57194
ENSG00000278373,57818
ENSG00000152254,57818
ENSG00000188687,57835
ENSG00000083123,594
ENSG00000138621,60490
ENSG00000129128,60559
ENSG00000052802,6307
ENSG00000099194,6319
ENSG00000198754,64064
ENSG00000176974,6470
ENSG00000100422,64781
ENSG00000073849,6480
ENSG00000173614,64802
ENSG00000021461,64816
ENSG00000008513,6482
ENSG00000158296,64849
ENSG00000126091,6487
ENSG00000225697,65010
ENSG00000114923,6508
ENSG00000105281,6510
ENSG00000196517,6536
ENSG00000100678,6547
ENSG00000135740,6553
ENSG00000281917,6566
ENSG00000155380,6566
ENSG00000147100,6567
ENSG00000131183,6569
ENSG00000173638,6573
ENSG00000174640,6578
ENSG00000146477,6581
ENSG00000112499,6582
ENSG00000197375,6584
ENSG00000197165,6799
ENSG00000196502,6817
ENSG00000261052,6818
ENSG00000088002,6820
ENSG00000149809,7108
ENSG00000115705,7173
ENSG00000277603,7173
ENSG00000278243,7264
ENSG00000104522,7264
ENSG00000198431,7296
ENSG00000175564,7352
ENSG00000169764,7360
ENSG00000183696,7378
ENSG00000168748,766
ENSG00000074410,771
ENSG00000159063,79053
ENSG00000112294,7915
ENSG00000123989,79586
ENSG00000127125,79717
ENSG00000181090,79813
ENSG00000104723,7991
ENSG00000125779,80025
ENSG00000197121,80055
ENSG00000148334,80142
ENSG00000142102,80162
ENSG00000119227,80235
ENSG00000160688,80308
ENSG00000068120,80347
ENSG00000145391,80854
ENSG00000103257,8140
ENSG00000117069,81849
ENSG00000006757,8228
ENSG00000168306,8309
ENSG00000130717,83549
ENSG00000107242,8395
ENSG00000276293,8396
ENSG00000277292,8396
ENSG00000104885,84444
ENSG00000062282,84649
ENSG00000150656,84735
ENSG00000115556,84812
ENSG00000149150,8501
ENSG00000149091,8525
ENSG00000203797,8528
ENSG00000175264,8534
ENSG00000119523,85365
ENSG00000143753,8560
ENSG00000139547,8608
ENSG00000067113,8611
ENSG00000138735,8654
ENSG00000080493,8671
ENSG00000117411,8704
ENSG00000169255,8706
ENSG00000108846,8714
ENSG00000101290,8760
ENSG00000172831,8824
ENSG00000128918,8854
ENSG00000159082,8867
ENSG00000112303,8875
ENSG00000138074,8884
ENSG00000100330,8897
ENSG00000072682,8974
ENSG00000102078,9016
ENSG00000007216,9058
ENSG00000166562,90701
ENSG00000007541,9091
ENSG00000156222,9154
ENSG00000101670,9388
ENSG00000122863,9469
ENSG00000087157,9489
ENSG00000033867,9497
ENSG00000148344,9536
ENSG00000054179,954
ENSG00000187097,957
ENSG00000149527,9651
ENSG00000276429,9651
ENSG00000119640,97
ENSG00000118363,9789
ENSG00000176095,9807
ENSG00000089057,9962
ENSG00000170482,9963
ENSG00000140199,9990
